月,实际品牌,产品,是否旗舰店,进入时间,销量(件),均价(元),匹数,机型,冷暖型和单冷型,新风功能,是否为省电型,滞后三期铜价,市场月活
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,254,7799,正 2 匹,1,1,0,0,7544.81,580700000
202210,先科 Sast,先科 Sast-枫林电器专营店,0,0,1317,1499,大 1 匹,0,1,0,1,7544.81,580700000
202210,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,380,5099,正 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,495,3799,大 1 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,644,2899,大 1 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力董明珠健康家22号店,0,0,619,2999,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,639,2899,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,科龙 Kelon,科龙 Kelon-科龙空调京东自营旗舰店,0,0,869,2099,正 1 匹,0,1,0,1,7544.81,580700000
202210,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,194,9249,正 3 匹,1,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,311,5749,正 2 匹,1,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,363,4899,大 3 匹,1,1,0,0,7544.81,580700000
202210,零星品牌,零星品牌-佳选大家电专营店已退店,0,0,441,3999,正 1.5 匹,0,1,1,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力官方旗舰店,0,0,344,5099,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,289,6069,正 2 匹,1,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,514,3399,大 1 匹,0,1,0,0,7544.81,580700000
202210,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,194,8999,正 3 匹,1,1,1,0,7544.81,580700000
202210,华凌,华凌-华凌京东自营旗舰店,0,0,306,5599,正 3 匹,1,1,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,473,3569,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,344,4899,正 2 匹,1,1,0,0,7544.81,580700000
202210,华凌,华凌-华凌京东自营旗舰店,0,0,340,4799,正 2 匹,1,1,0,0,7544.81,580700000
202210,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,397,4099,正 2 匹,1,1,0,0,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,265,6099,正 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力官方旗舰店,0,0,531,2949,大 1 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力官方旗舰店,0,0,232,6699,正 3 匹,1,1,0,0,7544.81,580700000
202210,零星品牌,零星品牌-奥克斯直营旗舰店,0,0,862,1799,大 1.5 匹,0,1,0,1,7544.81,580700000
202210,格力 Gree,格力 Gree-格力官方旗舰店,0,0,417,3699,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,科龙 Kelon,科龙 Kelon-科龙空调京东自营旗舰店,0,0,700,2199,大 1.5 匹,0,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,495,3099,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,528,2899,大 1 匹,0,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,459,3299,正 1.5 匹,0,1,1,0,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,320,4728,大 3 匹,0,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,369,4099,正 2 匹,0,1,1,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的集团官方旗舰店,0,0,556,2649,正 1.5 匹,0,1,0,1,7544.81,580700000
202210,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,525,2799,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,659,2199,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,487,2919,大 1 匹,0,1,0,0,7544.81,580700000
202210,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,471,2999,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-京东家电格力联合自营旗舰店,0,0,140,9999,正 3 匹,1,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,665,2099,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,先科 Sast,先科 Sast-枫林电器专营店,0,0,862,1599,正 1.5 匹,0,1,0,1,7544.81,580700000
202210,松下 Panasonic,松下 Panasonic-松下空调京东自营旗舰店,0,0,354,3868,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-京东家电格力联合自营旗舰店,0,0,297,4599,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,统帅 Leader,统帅 Leader-海尔海纳专卖店,0,0,245,5569,正 3 匹,1,1,0,0,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,562,2399,大 1 匹,0,1,0,0,7544.81,580700000
202210,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,647,2069,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔金石专卖店,0,0,222,5989,正 2 匹,0,1,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,469,2799,大 1 匹,0,1,0,1,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,277,4699,正 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-京东家电格力联合自营旗舰店,0,0,232,5599,正 2 匹,1,1,0,0,7544.81,580700000
202210,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,623,2049,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,统帅 Leader,统帅 Leader-海尔泛舟专卖店,0,0,228,5548,大 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,125,10099,正 3 匹,1,1,0,0,7544.81,580700000
202210,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,600,2099,大 1 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,439,2799,大 1 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-京东家电格力联合自营旗舰店,0,0,261,4699,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,华凌,华凌-华凌空调京东自营旗舰店已退店,0,0,613,1999,大 1 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的空调京东自营旗舰店已停用,0,0,275,4449,正 2 匹,1,1,0,0,7544.81,580700000
202210,华凌,华凌-佳选大家电专营店已退店,0,0,468,2599,正 1 匹,0,1,0,0,7544.81,580700000
202210,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,310,3899,正 1.5 匹,0,1,1,0,7544.81,580700000
202210,Tcl,Tcl-TCL空调京东自营官方旗舰店,0,0,390,3099,正 2 匹,0,1,0,1,7544.81,580700000
202210,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,364,3299,正 1.5 匹,0,1,1,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,141,8329,正 3 匹,1,1,0,0,7544.81,580700000
202210,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,164,7099,正 3 匹,1,1,0,0,7544.81,580700000
202210,科龙 Kelon,科龙 Kelon-科龙空调京东自营旗舰店,0,0,485,2399,大 1.5 匹,0,1,1,1,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,187,6099,正 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力官方旗舰店,0,0,165,6899,正 2 匹,1,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的美鸿专卖店,0,0,168,6749,正 3 匹,1,1,0,0,7544.81,580700000
202210,大金 Daikin,大金 Daikin-大金空调京东自营旗舰店,0,0,281,3999,大 1.5 匹,0,1,0,0,7544.81,580700000
202210,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,160,6999,正 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力官方旗舰店,0,0,196,5699,正 2 匹,1,1,0,0,7544.81,580700000
202210,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,463,2399,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,华凌,华凌-华凌京东自营旗舰店,0,0,340,3249,正 1.5 匹,0,1,1,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,240,4599,正 1.5 匹,0,1,1,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,396,2699,正 1 匹,0,1,0,0,7544.81,580700000
202210,华凌,华凌-京东电竞电器旗舰店,0,0,425,2499,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-,0,0,559,1899,大 1.5 匹,0,1,0,1,7544.81,580700000
202210,华凌,华凌-华凌空调旗舰店,0,0,438,2399,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,191,5499,正 2 匹,1,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的空调京东自营旗舰店已停用,0,0,192,5449,正 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,87,11999,正 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,378,2699,大 1 匹,0,1,0,0,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯直营旗舰店,0,0,531,1899,大 1.5 匹,0,1,0,1,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,205,4899,大 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-京东家电格力联合自营旗舰店,0,0,115,8699,正 3 匹,0,1,0,0,7544.81,580700000
202210,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,140,7099,正 3 匹,1,1,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,250,3969,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的空调旗舰店,0,0,374,2619,正 1.5 匹,0,1,0,1,7544.81,580700000
202210,美的 Midea,美的 Midea-美的（Midea）空调企业购京东自营旗舰店,0,0,59,16587,5 匹,1,1,0,0,7544.81,580700000
202210,富士通 Fujitsu,富士通 Fujitsu-富士通空调京东自营旗舰店,0,0,212,4599,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,224,4299,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的通旭专卖店,0,0,137,6999,正 3 匹,1,1,0,0,7544.81,580700000
202210,统帅 Leader,统帅 Leader-海尔空调旗舰店,1,2021/3/2,399,2399,正 1.5 匹,0,1,0,1,7544.81,580700000
202210,美的 Midea,美的 Midea-美的集团官方旗舰店,0,0,421,2269,大 1 匹,0,1,0,0,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,255,3699,正 2 匹,1,1,0,0,7544.81,580700000
202210,松下 Panasonic,松下 Panasonic-松下空调京东自营旗舰店,0,0,224,4199,大 1 匹,0,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,313,2999,大 1 匹,0,1,1,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,247,3769,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔空调旗舰店,1,2021/3/2,202,4599,正 3 匹,1,0,0,1,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,77,11999,正 3 匹,1,1,1,0,7544.81,580700000
202210,格力 Gree,格力 Gree-京东家电格力联合自营旗舰店,0,0,151,5999,正 2 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的空调旗舰店,0,0,340,2619,正 1.5 匹,0,1,0,1,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,193,4599,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,181,4899,大 2 匹,1,1,0,0,7544.81,580700000
202210,小米 Mi,小米 Mi-小米官方旗舰店,0,0,420,2099,大 1 匹,0,1,0,1,7544.81,580700000
202210,美的 Midea,美的 Midea-美的（Midea）空调企业购京东自营旗舰店,0,0,154,5599,正 3 匹,1,1,0,0,7544.81,580700000
202210,科龙 Kelon,科龙 Kelon-科龙空调京东自营旗舰店,0,0,168,5099,正 3 匹,1,1,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,106,7999,正 2 匹,1,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL空调智选旗舰店,0,0,429,1969,大 1.5 匹,0,1,0,1,7544.81,580700000
202210,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,348,2399,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,华凌,华凌-华凌空调京东自营旗舰店已退店,0,0,160,5199,正 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力官方旗舰店,0,0,83,9959,正 2 匹,1,1,0,0,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,145,5599,正 3 匹,1,1,0,0,7544.81,580700000
202210,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,369,2199,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL空调智选旗舰店,0,0,184,4399,大 3 匹,1,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,152,5299,大 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,134,5999,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,134,5999,正 3 匹,1,1,0,0,7544.81,580700000
202210,统帅 Leader,统帅 Leader-海尔帅泰专卖店,0,0,388,2069,正 1 匹,0,1,0,0,7544.81,580700000
202210,海信 Hisense,海信 Hisense-海信空调京东自营官方旗舰店,0,0,222,3599,正 2 匹,1,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-京东电器合肥自营旗舰店,0,0,88,8999,大 2 匹,1,1,0,0,7544.81,580700000
202210,三菱 Mitsubishi,三菱 Mitsubishi-三菱电机空调京东自营旗舰店,0,0,176,4499,正 1.5 匹,0,0,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,82,9599,正 2 匹,1,1,0,0,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,355,2199,大 1 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力董明珠健康家22号店,0,0,102,7499,正 3 匹,1,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,78,9649,正 3 匹,1,1,1,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的集团官方旗舰店,0,0,311,2419,大 1 匹,0,1,0,1,7544.81,580700000
202210,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,193,3869,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,云米 Viomi,云米 Viomi-云米智能京东自营旗舰店,0,0,390,1899,大 1 匹,0,1,0,0,7544.81,580700000
202210,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,178,4099,正 2 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-京东电竞电器旗舰店,0,0,321,2269,大 1 匹,0,1,0,1,7544.81,580700000
202210,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,113,6399,大 3 匹,1,1,0,1,7544.81,580700000
202210,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,144,4999,大 2 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,144,4999,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力董明珠健康家,0,0,281,2549,大 1 匹,0,1,0,1,7544.81,580700000
202210,美的 Midea,美的 Midea-美的曼菱专卖店已退店,0,0,296,2419,大 1 匹,1,0,0,1,7544.81,580700000
202210,海信 Hisense,海信 Hisense-海信（Hisense）电器商用京东自营旗舰店,0,0,155,4599,正 3 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-京东家电格力联合自营旗舰店,0,0,108,6599,正 3 匹,1,1,0,0,7544.81,580700000
202210,康佳 Konka,康佳 Konka-康佳京东自营旗舰店,0,0,475,1499,大 1 匹,0,0,0,1,7544.81,580700000
202210,科龙 Kelon,科龙 Kelon-科龙空调京东自营旗舰店,0,0,374,1899,大 1 匹,0,1,0,0,7544.81,580700000
202210,统帅 Leader,统帅 Leader-海尔京东自营旗舰店,0,0,89,7969,正 3 匹,1,1,0,0,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,161,4399,正 2 匹,1,1,0,0,7544.81,580700000
202210,小米 Mi,小米 Mi-小米官方旗舰店,0,0,321,2199,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL瑜喆浩专卖店已退店,0,0,117,5999,正 3 匹,1,1,0,0,7544.81,580700000
202210,云米 Viomi,云米 Viomi-云米智能京东自营旗舰店,0,0,334,2099,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,科龙 Kelon,科龙 Kelon-科龙空调京东自营官方旗舰店,0,0,118,5899,正 3 匹,1,1,0,1,7544.81,580700000
202210,Tcl,Tcl-TCL瑜喆浩专卖店已退店,0,0,122,5698,大 3 匹,1,1,0,1,7544.81,580700000
202210,零星品牌,零星品牌-奥克斯直营旗舰店,0,0,365,1888,大 1.5 匹,0,1,0,1,7544.81,580700000
202210,志高 Chigo,志高 Chigo-志高金广鹏专卖店已退店,0,0,229,2999,大 2 匹,0,0,0,1,7544.81,580700000
202210,Tcl,Tcl-TCL空调京东自营官方旗舰店,0,0,201,3399,正 2 匹,1,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的奥博隆专卖店已退店,0,0,120,5649,正 2 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,130,5199,大 1 匹,0,1,1,0,7544.81,580700000
202210,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,120,5599,正 3 匹,1,1,0,0,7544.81,580700000
202210,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,224,2999,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,松下 Panasonic,松下 Panasonic-松下空调京东自营旗舰店,0,0,272,2468,大 1 匹,0,1,0,1,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,239,2799,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-佳选大家电专营店已退店,0,0,202,3299,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的通旭专卖店,0,0,222,2979,正 1.5 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力官方旗舰店,0,0,139,4699,大 1 匹,0,1,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-京东电器合肥自营旗舰店,0,0,225,2899,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力董明珠健康家22号店,0,0,186,3499,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL空调智选旗舰店,0,0,332,1949,大 1.5 匹,0,1,0,1,7544.81,580700000
202210,荣事达 Royalstar,荣事达 Royalstar-荣事达（Royalstar）空调旗舰店,1,2019/3/11,494,1309,正 1 匹,0,0,0,1,7544.81,580700000
202210,美的 Midea,美的 Midea-京东电竞电器旗舰店,0,0,261,2469,正 1.5 匹,0,1,0,1,7544.81,580700000
202210,Tcl,Tcl-TCL京东自营旗舰店,0,0,207,3099,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的（Midea）空调企业购京东自营旗舰店,0,0,229,2799,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-京东家电格力联合自营旗舰店,0,0,79,8099,正 3 匹,1,1,0,0,7544.81,580700000
202210,卡萨帝 Casarte,卡萨帝 Casarte-卡萨帝京东自营旗舰店,0,0,49,12999,正 3 匹,1,0,0,0,7544.81,580700000
202210,Tcl,Tcl-TCL空调京东自营官方旗舰店,0,0,334,1899,大 1 匹,0,1,0,1,7544.81,580700000
202210,Tcl,Tcl-TCL空调京东自营官方旗舰店,0,0,302,2099,大 1 匹,0,1,0,1,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯官方旗舰店,0,0,306,2069,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力董明珠健康家,0,0,209,2999,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的空调京东自营旗舰店已停用,0,0,94,6649,正 3 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,61,10199,正 2 匹,1,1,0,0,7544.81,580700000
202210,澳柯玛 Aucma,澳柯玛 Aucma-澳柯玛（AUCMA）空调企业购京东自营旗舰店已退店,0,0,387,1599,大 1 匹,0,1,0,1,7544.81,580700000
202210,Tcl,Tcl-TCL空调京东自营官方旗舰店,0,0,372,1649,大 1 匹,0,0,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,87,6999,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,210,2899,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力官方旗舰店,0,0,76,7999,正 3 匹,1,1,0,0,7544.81,580700000
202210,卡萨帝 Casarte,卡萨帝 Casarte-卡萨帝京东自营旗舰店,0,0,101,5999,正 1.5 匹,0,0,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔优选空调旗舰店,0,0,47,12884,正 1.5 匹,1,0,0,1,7544.81,580700000
202210,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,151,3999,大 2 匹,1,1,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,169,3569,大 1 匹,0,1,1,0,7544.81,580700000
202210,美的 Midea,美的 Midea-京东电竞电器旗舰店,0,0,230,2619,正 1.5 匹,0,0,0,1,7544.81,580700000
202210,小米 Mi,小米 Mi-小米官方旗舰店,0,0,120,4999,正 3 匹,1,1,0,1,7544.81,580700000
202210,美的 Midea,美的 Midea-美的鼎捷专卖店已退店,0,0,86,6949,正 3 匹,1,1,0,0,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯波圳专卖店已退店,0,0,192,3099,正 1.5 匹,0,1,0,1,7544.81,580700000
202210,Tcl,Tcl-TCL瑜喆浩专卖店已退店,0,0,121,4899,大 2 匹,1,1,0,1,7544.81,580700000
202210,统帅 Leader,统帅 Leader-海尔京东自营旗舰店,0,0,78,7569,正 3 匹,1,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的空调旗舰店,0,0,244,2419,大 1 匹,0,1,0,1,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-奥克斯直营旗舰店,0,0,236,2499,大 1.5 匹,0,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,75,7799,正 3 匹,1,1,0,0,7544.81,580700000
202210,统帅 Leader,统帅 Leader-海尔空调旗舰店,1,2021/3/2,158,3699,正 2 匹,0,1,0,1,7544.81,580700000
202210,奥克斯 Aux,奥克斯 Aux-乐客优品家电京东自营专区已退店,0,0,243,2399,大 1.5 匹,0,1,0,0,7544.81,580700000
202210,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,306,1899,大 1 匹,0,1,0,0,7544.81,580700000
202210,科龙 Kelon,科龙 Kelon-科龙空调京东自营官方旗舰店,0,0,156,3699,正 2 匹,0,1,0,1,7544.81,580700000
202210,华凌,华凌-华凌空调京东自营旗舰店已退店,0,0,277,2069,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的空调旗舰店,0,0,86,6649,正 3 匹,1,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的睿智专卖店,0,0,205,2769,正 1.5 匹,0,1,0,1,7544.81,580700000
202210,格力 Gree,格力 Gree-格力董明珠健康家21号店,0,0,188,2999,正 1.5 匹,0,1,0,1,7544.81,580700000
202210,松下 Panasonic,松下 Panasonic-松下空调京东自营旗舰店,0,0,159,3498,大 1 匹,0,0,0,1,7544.81,580700000
202210,卡萨帝 Casarte,卡萨帝 Casarte-卡萨帝京东自营旗舰店,0,0,37,14999,正 3 匹,1,0,1,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,63,8799,正 3 匹,1,1,0,0,7544.81,580700000
202210,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,78,7099,正 2 匹,1,1,0,0,7544.81,580700000
202210,格力 Gree,格力 Gree-格力官方旗舰店,0,0,85,6499,正 2 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-美的集团官方旗舰店,0,0,101,5449,正 3 匹,1,1,0,0,7544.81,580700000
202210,扬子 Yairz,扬子 Yairz-扬子空调京东自营旗舰店,0,0,331,1649,大 1 匹,0,1,0,1,7544.81,580700000
202210,美的 Midea,美的 Midea-美的海泰专卖店,0,0,210,2584,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,美的 Midea,美的 Midea-焱帆优选好货店(12176743)已退店,0,0,146,3709,大 2 匹,1,1,0,0,7544.81,580700000
202210,小米 Mi,小米 Mi-小米空调旗舰店,0,0,246,2199,正 1.5 匹,0,1,0,0,7544.81,580700000
202210,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,193,2799,正 2 匹,0,1,0,0,7544.81,580700000
202210,先科 Sast,先科 Sast-枫林电器专营店,0,0,317,1699,大 1.5 匹,0,1,0,1,7544.81,580700000
202210,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,95,5599,正 1.5 匹,0,1,1,0,7544.81,580700000
202210,格力 Gree,格力 Gree-京东家电格力联合自营旗舰店,0,0,75,6999,正 3 匹,0,1,0,0,7544.81,580700000
